pdb_id	delta_G	complex_count	mean_nearest_opposite_A	mean_nonpolar_to_nonpolar_cross_A	mean_nonpolar_to_charged_cross_A	avg_bfactor_total	avg_bfactor_interface	N	n_pos	n_neg	net_charge	n_ARG	n_LYS	n_ASP	n_GLU	anisotropy_ratio	min_pos_neg	count_pos_neg_leq_cutoff	mean_nn_dist_all
1brs	-79.26	588	8.031903	8.662661	8.33755	26.32	21.35	37.0	15.0	22.0	-7.0	9.0	6.0	9.0	13.0	12.75926460875063	0.1840942725963137	3.0	0.2732038523437036
2btf	-32.18	512	9.531082	7.623044	8.690741	20.25	17.4	19.0	11.0	8.0	3.0	5.0	6.0	3.0	5.0	11.536726905683814	0.3042160110724822	1.0	0.4009235061165209
1ppe	-65.77	252	11.856882	7.640332	9.443183	14.26	9.75	7.0	4.0	3.0	1.0	2.0	2.0	2.0	1.0	8.280338685349134	0.6289413564853126	0.0	0.9172723219306694
1smf	-39.5	232	8.341516	8.096083	8.409152	7.29	5.46	5.0	2.0	3.0	-1.0	0.0	2.0	2.0	1.0	521.2695100297993	0.75342438787841	0.0	1.0364607382687685
1rlb	-34.8	834	8.179156	7.14002	13.009794	29.31	24.67	16.0	12.0	4.0	8.0	4.0	8.0	2.0	2.0	9.39566951285487	0.3176676251888876	0.0	0.3605016560099953
1mah	-60.51	594	8.971378	8.090136	8.432799	35.44	28.9	11.0	7.0	4.0	3.0	5.0	2.0	2.0	2.0	3.1349730311416075	0.4809406191004116	0.0	0.6329593201395666
1efn	-36.64	322	8.408821	6.646257	8.501101	33.27	32.24	19.0	6.0	13.0	-7.0	4.0	2.0	10.0	3.0	11.57694412029444	0.2878406124102154	0.0	0.3695261172917887
1gua	-42.23	243	8.498956	7.929991	8.662461	18.68	13.42	13.0	9.0	4.0	5.0	5.0	4.0	2.0	2.0	7.734290242035983	0.5745807730298201	0.0	0.6041571869758706
1ycs	-42.94	384	8.464975	8.301517	9.295399	53.4	56.53	13.0	5.0	8.0	-3.0	5.0	0.0	4.0	4.0	5.289938869847995	0.6504802523202995	0.0	0.6412028435453394
1dhk	-59.68	690	11.961159	8.665057	9.555397	17.94	16.06	23.0	9.0	14.0	-5.0	6.0	3.0	9.0	5.0	2.3495401703198997	0.3266406035487245	1.0	0.4723133333140842
1dfj	-75.51	580	10.160532	10.11231	9.345108	49.29	50.33	22.0	8.0	14.0	-6.0	2.0	6.0	8.0	6.0	4.651887236573405	0.3990225489631049	0.0	0.5707006956621178
1fle	-46.93	287	10.340234	7.820772	9.025302	23.39	22.84	9.0	4.0	5.0	-1.0	4.0	0.0	4.0	1.0	3.7347774856867706	0.519644490437513	1.0	0.7195795356123926
1b27	-79.91	587	7.857389	8.648767	8.277559	27.76	23.42	37.0	14.0	23.0	-9.0	9.0	5.0	10.0	13.0	10.834074612689111	0.1913863193097834	3.0	0.2774899291200737
1a22	-54.04	372	9.494365	7.358324	8.280484	30.75	28.43	21.0	11.0	10.0	1.0	6.0	5.0	3.0	7.0	3.6435842683403306	0.3597024706775822	1.0	0.4813081862971509
1b2u	-39.95	587	9.527883	8.397964	8.6907	28.05	22.77	30.0	12.0	18.0	-6.0	9.0	3.0	6.0	12.0	11.956878842403304	0.2050085247261132	1.0	0.3039210300320866
1xdt	-45.66	559	8.813689	7.566118	8.438783	37.79	30.95	17.0	10.0	7.0	3.0	5.0	5.0	5.0	2.0	3.621370930298466	0.3054205736730366	2.0	0.5152618101496141
1b3s	-56.69	587	7.838526	7.610489	8.264577	33.9	30.14	36.0	15.0	21.0	-6.0	9.0	6.0	9.0	12.0	11.802039530749264	0.1939334942277717	3.0	0.291692393211382
1axi	-44.83	366	12.015062	7.854928	8.062342	27.73	30.17	19.0	11.0	8.0	3.0	7.0	4.0	2.0	6.0	4.232935468442092	0.3457009036396418	1.0	0.4740783087491229
1avz	-27.4	260	9.838863	10.159675	7.642208	37.17	36.63	10.0	3.0	7.0	-4.0	2.0	1.0	5.0	2.0	5.831156429737353	0.6176793350379434	1.0	0.8011287972426558
1a2k	-38.95	848	11.475756	6.951879	9.677895	39.16	34.26	21.0	9.0	12.0	-3.0	7.0	2.0	8.0	4.0	6.146641137233767	0.2238188208391589	2.0	0.2709095776373904
1b2s	-55.96	599	7.765108	8.526557	8.450028	21.63	18.12	32.0	11.0	21.0	-10.0	9.0	2.0	9.0	12.0	13.285705145953516	0.193694753553033	3.0	0.2870285554493467
1wq1	-27.22	486	9.794948	7.684187	8.565191	38.56	27.75	21.0	11.0	10.0	1.0	6.0	5.0	4.0	6.0	3.665874610139753	0.3749161398853486	1.0	0.5079158577616484
1avx	-75.47	395	8.794788	8.127006	9.493582	26.56	16.67	8.0	3.0	5.0	-2.0	2.0	1.0	4.0	1.0	11.412173696649765	0.5630657781597596	0.0	0.6686758892249707
1buh	-40.6	357	12.069009	9.080505	8.369057	24.28	20.02	13.0	4.0	9.0	-5.0	2.0	2.0	5.0	4.0	7.860880531828163	0.6119076270819034	0.0	0.5694843318909782
1an1	-51.63	262	8.344788	7.009324	9.446147	26.46	21.59	5.0	3.0	2.0	1.0	0.0	3.0	2.0	0.0	31.973977320979085	0.6940579511337439	0.0	0.881310180252874
1ldt	-49.91	269	9.662061	6.983261	9.28612	20.07	16.65	6.0	4.0	2.0	2.0	0.0	4.0	2.0	0.0	44.645615385339134	0.5993601917117038	0.0	0.9150961410828352
1fmo	-49.3	356	8.987469	7.384876	8.202448	42.29	32.17	16.0	7.0	9.0	-2.0	5.0	2.0	5.0	4.0	5.270190265243279	0.4301980067747915	1.0	0.7179847369581516
1azz	-53.04	727	12.813417	6.68064	10.671821	20.69	17.61	22.0	6.0	16.0	-10.0	4.0	2.0	12.0	4.0	11.587389884646733	0.2070631079676458	0.0	0.3711791751279739
1bvn	-63.05	567	11.497258	7.64339	10.467997	26.44	26.88	10.0	2.0	8.0	-6.0	1.0	1.0	4.0	4.0	4.986436454958173	0.7742423950600056	0.0	0.7693652608498999
1ugh	-64.05	305	9.339575	8.218733	10.280241	41.04	41.52	8.0	3.0	5.0	-2.0	1.0	2.0	2.0	3.0	6.556216895865705	0.5904868725447401	0.0	0.7485911985700615
1vpp	-30.75	224	9.244335	6.155395	8.33472	24.45	23.47	17.0	6.0	11.0	-5.0	4.0	2.0	6.0	5.0	19.81701962649339	0.265775564121465	0.0	0.2584077215451621
1b6c	-37.4	1732	15.193841	7.84751	9.81233	37.32	34.63	53.0	26.0	27.0	-1.0	16.0	10.0	13.0	14.0	3.062278283704777	0.1692023924891257	0.0	0.2506004175677393
1ibr	-54.35	1234	8.996862	8.916934	9.961238	41.84	32.11	53.0	27.0	26.0	1.0	15.0	12.0	16.0	10.0	17.775852383028866	0.1185315100001424	4.0	0.1921345496083406
1flt	-50.61	382	12.268788	8.361737	9.484178	30.61	32.06	17.0	10.0	7.0	3.0	4.0	6.0	2.0	5.0	10.545447729271464	0.2091256218975631	1.0	0.2844283929495056
1uug	-33.6	607	11.48126	8.75224	10.140209	26.76	21.54	16.0	6.0	10.0	-4.0	2.0	4.0	4.0	6.0	38.31793201196981	0.1409265526997617	0.0	0.2310106628361428
1lfd	-32.66	508	8.440719	8.520274	7.850811	24.0	18.63	37.0	17.0	20.0	-3.0	6.0	11.0	14.0	6.0	4.651528981980837	0.3581185343363468	4.0	0.3371740368978951
1kac	-44.69	309	10.929572	8.039668	10.626725	44.89	42.59	12.0	4.0	8.0	-4.0	0.0	4.0	5.0	3.0	6.695521950558169	0.4643898761087791	2.0	0.7033396467658816
1sbb	-22.0	950	11.860453	9.725468	9.202947	41.99	38.43	23.0	15.0	8.0	7.0	1.0	14.0	2.0	6.0	21.974637670364256	0.1500942933234492	1.0	0.2845600141933986
1eer	-51.37	592	10.196435	7.586224	8.77535	34.16	23.51	34.0	17.0	17.0	0.0	10.0	7.0	7.0	10.0	3.957244625386483	0.2988321276589893	4.0	0.3700877062813714
1tba	-51.37	247	8.436059	7.077869	9.200588	0.0	0.0	22.0	9.0	13.0	-4.0	3.0	6.0	7.0	6.0	2.798071566085494	0.3664235624420499	0.0	0.4316880098481535
1ay7	-34.25	185	7.613797	9.296125	7.69126	22.72	18.59	10.0	3.0	7.0	-4.0	3.0	0.0	3.0	4.0	3.715950113739338	0.5796050167048358	1.0	0.8150019799182656
1cn4	-34.25	589	10.730083	7.832192	9.704432	41.02	18.86	23.0	11.0	12.0	-1.0	6.0	5.0	4.0	8.0	5.195467812895266	0.3102563004743748	1.0	0.4122589297971242
1qa9	-34.25	394	8.217771	12.39068	6.688203	77.02	76.34	48.0	24.0	24.0	0.0	4.0	20.0	10.0	14.0	48.120356923853365	0.1220619690740251	4.0	0.1588429500232479
1grn	-36.59	388	12.946777	8.041354	8.962031	30.46	29.47	15.0	8.0	7.0	1.0	4.0	4.0	2.0	5.0	8.253896010017748	0.6250819347988092	0.0	0.6872923730548351
1vrk	-46.62	167	7.982071	7.793766	9.237699	29.73	26.84	17.0	9.0	8.0	1.0	5.0	4.0	0.0	8.0	7.468207767983561	0.3839374125971009	2.0	0.5061965271443442
1cmx	-32.93	515	8.444144	7.392255	8.98916	54.71	50.45	26.0	14.0	12.0	2.0	6.0	8.0	5.0	7.0	13.183292384344554	0.2447056379051642	2.0	0.2794196550797712
1es0	-42.23	372	10.402538	7.096961	8.837544	36.33	30.59	33.0	13.0	20.0	-7.0	11.0	2.0	6.0	14.0	3.724746707734298	0.3280323936560898	0.0	0.4508095748664522
1fg9	-57.08	862	10.280329	7.044027	9.307267	60.66	51.17	41.0	20.0	21.0	-1.0	3.0	17.0	8.0	13.0	7.031742766034126	0.1966612054308741	0.0	0.2442373395899583
1g9i	-39.5	245	8.822508	7.905851	8.627203	20.88	28.75	5.0	3.0	2.0	1.0	1.0	2.0	2.0	0.0	278.97537789154313	0.7146713778651397	0.0	0.9772652657249324
1d6r	-56.43	281	9.896444	8.988961	9.931362	21.65	15.71	5.0	3.0	2.0	1.0	1.0	2.0	2.0	0.0	2692.1797355424937	0.7064191700786784	0.0	1.0187650630849705
1e4k	-32.93	604	15.203105	8.30137	10.30859	95.36	77.44	9.0	6.0	3.0	3.0	2.0	4.0	2.0	1.0	10.27972330846463	0.6598539462163671	0.0	0.927620104122429
1qty	-62.78	757	10.601623	8.13602	9.222731	63.56	61.7	38.0	23.0	15.0	8.0	8.0	15.0	5.0	10.0	24.10001818437621	0.1191643364262536	4.0	0.1695833228645329
1du3	-44.51	1490	8.797206	9.513411	8.438866	25.51	28.15	186.0	96.0	90.0	6.0	66.0	30.0	38.0	52.0	6.427710021793948	0.1232293847486417	4.0	0.1350461538719225
1e96	-31.78	363	9.310122	8.75755	10.112305	29.95	21.98	6.0	3.0	3.0	0.0	3.0	0.0	2.0	1.0	23.962002993674144	0.7898306247288636	0.0	1.0394664660271051
1ees	-43.94	224	15.92024	6.545255	8.611821	10.0	10.0	21.0	7.0	14.0	-7.0	3.0	4.0	6.0	8.0	3.851003566135155	0.3201349678457147	0.0	0.3869605492532669
1emv	-77.74	214	9.089726	8.712881	8.461264	26.43	23.36	8.0	4.0	4.0	0.0	1.0	3.0	2.0	2.0	8.181318073632655	0.6147775885869697	0.0	0.8318205010283111
1djs	-42.16	336	10.206747	7.456323	9.553582	29.34	25.77	20.0	11.0	9.0	2.0	4.0	7.0	4.0	5.0	8.32194089958141	0.3789394346982394	0.0	0.4804967010149601
1dzb	-35.87	706	9.235611	8.201317	9.06366	31.98	23.16	29.0	19.0	10.0	9.0	9.0	10.0	8.0	2.0	21.713858329808385	0.1302571097603256	2.0	0.1964132191363354
1f3v	-29.15	322	11.207581	8.309806	9.971392	34.95	28.67	10.0	5.0	5.0	0.0	4.0	1.0	5.0	0.0	7.697893750020878	0.5370942807212927	1.0	0.8795819403816878
1g6v	-40.77	382	12.512907	7.126783	9.18575	10.64	14.98	9.0	5.0	4.0	1.0	3.0	2.0	3.0	1.0	7.702881658693664	0.3370962705062681	1.0	0.6951723437489238
1clv	-51.37	502	11.882935	7.677257	9.191742	18.22	17.59	13.0	4.0	9.0	-5.0	2.0	2.0	5.0	4.0	2.5560455157814426	0.5156660663691651	0.0	0.6249140113332546
1ezu	-57.63	726	15.336943	7.178415	10.062668	44.29	37.97	34.0	15.0	19.0	-4.0	6.0	9.0	15.0	4.0	11.14880219541276	0.2277741718065872	0.0	0.3333239505945114
1ezs	-55.62	696	11.427389	8.205777	8.525769	38.38	30.61	26.0	16.0	10.0	6.0	10.0	6.0	8.0	2.0	22.52510306354728	0.2842071754890435	0.0	0.3236824169183242
1dp5	-51.63	360	17.951267	7.448543	9.763126	26.34	26.03	13.0	5.0	8.0	-3.0	1.0	4.0	4.0	4.0	12.84277667602852	0.3366861793719922	2.0	0.4482047899018375
1c9t	-51.37	1656	17.969238	7.591092	8.892603	19.7	13.62	42.0	15.0	27.0	-12.0	0.0	15.0	20.0	7.0	4.50043824370156	0.1018708276435856	1.0	0.1731300925701769
1c9p	-51.37	272	10.636396	8.07242	9.347968	22.12	23.08	7.0	3.0	4.0	-1.0	0.0	3.0	3.0	1.0	6.445484965005477	0.5240372877407274	0.0	0.7446306029085267
1dpj	-48.65	358	17.383448	7.340087	9.553193	23.66	24.33	14.0	5.0	9.0	-4.0	1.0	4.0	5.0	4.0	10.78298502087248	0.3649146861246883	1.0	0.4854062177857173
1fy8	-28.8	271	9.443492	7.469326	8.424163	15.41	11.37	9.0	7.0	2.0	5.0	3.0	4.0	2.0	0.0	13.462998889111423	0.5145959353897418	0.0	0.6791219179183634
1i4e	-39.5	536	15.206202	8.460211	6.912963	62.26	62.04	17.0	6.0	11.0	-5.0	4.0	2.0	8.0	3.0	3.0474276032467627	0.4354643110386889	0.0	0.5800603425975176
1i8l	-38.24	634	10.705506	7.988168	9.384505	71.81	51.62	23.0	14.0	9.0	5.0	6.0	8.0	3.0	6.0	28.614725157762216	0.1721231445286178	1.0	0.2798926685189186
1g5j	-52.64	200	10.277435	6.453072	10.527122	1.36	1.22	17.0	9.0	8.0	1.0	7.0	2.0	3.0	5.0	14.689963901059285	0.4379692989509167	0.0	0.52353876133964
1e6e	-34.62	1132	8.844539	7.559793	8.071098	29.4	34.1	34.0	13.0	21.0	-8.0	9.0	4.0	13.0	8.0	31.910749073602123	0.1377609323752296	4.0	0.1785756626648318
1ffw	-33.79	392	9.681202	7.372033	8.701303	47.58	49.07	20.0	8.0	12.0	-4.0	0.0	8.0	4.0	8.0	35.648334085293456	0.2294052392630009	3.0	0.2922889681246031
1gcq	-27.25	182	14.883224	6.865992	11.096828	17.37	16.3	9.0	4.0	5.0	-1.0	3.0	1.0	1.0	4.0	9.553961807227948	0.666775411961355	0.0	0.5794525344383916
1e3u	-34.25	970	10.626845	7.833678	7.655668	17.92	18.63	37.0	12.0	25.0	-13.0	6.0	6.0	6.0	19.0	8.301804516909401	0.2075290154470934	4.0	0.304123760876294
1i2m	-66.22	1107	8.771985	7.813832	7.90161	35.47	31.58	50.0	24.0	26.0	-2.0	16.0	8.0	15.0	11.0	24.536586258728786	0.1577819709753339	5.0	0.2524443572765663
1he8	-31.97	915	10.954818	9.802157	9.145982	70.41	63.5	14.0	7.0	7.0	0.0	2.0	5.0	2.0	5.0	9.054164622733092	0.2878472310050477	1.0	0.5068623386891491
1hcf	-54.71	444	9.040052	8.889305	10.852233	46.03	43.56	21.0	10.0	11.0	-1.0	7.0	3.0	6.0	5.0	10.087216386334122	0.391404991533534	0.0	0.4528558013808444
1ewy	-31.09	704	9.881071	9.433543	8.306176	50.1	71.16	29.0	12.0	17.0	-5.0	4.0	8.0	7.0	10.0	8.057856282749986	0.2765238299381445	1.0	0.3765991805047479
1ib1	-19.73	1620	11.034514	8.749222	7.89197	16.29	14.73	115.0	63.0	52.0	11.0	37.0	26.0	12.0	40.0	8.690690001523919	0.1062707567011056	8.0	0.1408171537949517
1j7v	-59.68	355	9.495137	7.910835	8.471961	50.36	41.04	14.0	7.0	7.0	0.0	6.0	1.0	4.0	3.0	18.06506886947078	0.4822659794943438	0.0	0.5593518899255757
1i4d	-31.52	550	14.682085	7.892569	10.838932	56.78	43.97	9.0	3.0	6.0	-3.0	3.0	0.0	5.0	1.0	3.8397313907134505	0.7894420832280529	0.0	0.6937751453624375
1i5k	-42.1	211	7.616496	7.851553	7.203711	40.77	36.94	42.0	20.0	22.0	-2.0	10.0	10.0	7.0	15.0	2.7616888195881923	0.4345454711341985	3.0	0.3343384350977539
1jiw	-65.06	575	12.893565	8.19467	10.483334	18.41	12.72	13.0	6.0	7.0	-1.0	3.0	3.0	3.0	4.0	5.242221728809029	0.3208358136388077	1.0	0.5217825332678324
1j7d	-32.53	289	9.70787	7.259317	9.388975	32.42	31.6	14.0	7.0	7.0	0.0	3.0	4.0	3.0	4.0	8.6235130251805	0.4120186638764712	2.0	0.5428139035227407
1jtg	-56.84	853	10.232968	7.188183	8.125457	23.77	21.43	41.0	16.0	25.0	-9.0	7.0	9.0	10.0	15.0	12.28534102055339	0.1587471872866797	3.0	0.2565949084549521
1gl1	-56.43	817	20.494745	6.790941	8.859746	31.54	31.19	16.0	11.0	5.0	6.0	3.0	8.0	5.0	0.0	12.652416272663332	0.2282945308458885	0.0	0.212193435651952
1eja	-51.37	276	10.427613	8.060294	9.421851	31.17	39.15	7.0	3.0	4.0	-1.0	0.0	3.0	3.0	1.0	7.417198917852604	0.5490472893029145	0.0	0.7686113918006291
1f7z	-28.01	269	9.427895	7.334532	8.842267	17.6	13.36	7.0	5.0	2.0	3.0	3.0	2.0	2.0	0.0	12.881614878204108	0.503723787172877	0.0	0.6185791536468515
1jtd	-60.3	535	10.839306	8.355382	8.565179	18.85	16.37	16.0	5.0	11.0	-6.0	3.0	2.0	6.0	5.0	9.301616318737546	0.3870421713272438	0.0	0.5047172665054342
1f5r	-23.9	273	9.442688	7.512562	8.465692	19.21	15.49	8.0	6.0	2.0	4.0	3.0	3.0	2.0	0.0	11.10217866876616	0.5382190519980653	0.0	0.707407924776682
1gpw	-44.07	1360	9.287374	9.780384	7.735877	58.38	52.2	77.0	35.0	42.0	-7.0	16.0	19.0	9.0	33.0	34.44283474760012	0.0982052272553869	8.0	0.15378266210581
1lzw	-36.99	237	11.914393	10.147876	8.486183	46.84	39.54	12.0	7.0	5.0	2.0	3.0	4.0	0.0	5.0	10.11538928495811	0.6817453035266511	0.0	0.7017959874411911
1l2w	-54.35	1172	9.384506	7.454763	9.366414	48.16	50.33	95.0	40.0	55.0	-15.0	28.0	12.0	16.0	39.0	3.175869077020056	0.1513521804314889	4.0	0.2015880664135353
1go4	-34.15	1146	10.184435	6.901663	9.29279	63.93	54.45	81.0	36.0	45.0	-9.0	21.0	15.0	16.0	29.0	31.288018109776072	0.116528312776608	3.0	0.1470567149726744
1jwh	-45.09	1075	19.958197	7.404458	9.658215	91.62	93.07	23.0	13.0	10.0	3.0	6.0	7.0	6.0	4.0	28.34436988822033	0.2009114354889677	0.0	0.1959970576523412
1l4z	-38.28	373	12.60527	7.507015	12.886272	51.75	46.44	5.0	4.0	1.0	3.0	1.0	3.0	1.0	0.0	15.462992743020957	1.09280123791351	0.0	1.171772711593024
1l4d	-38.28	361	13.119553	6.783946	11.481302	28.65	26.35	10.0	6.0	4.0	2.0	2.0	4.0	2.0	2.0	3.278872242956984	0.4577787415479348	1.0	0.7935565805611144
1kxp	-51.37	787	10.759805	8.15273	9.049566	37.25	27.1	25.0	12.0	13.0	-1.0	4.0	8.0	5.0	8.0	3.0179410093116155	0.2719852528007394	2.0	0.4890526809161353
1mxe	-68.49	338	7.367238	7.133707	9.505031	16.46	14.78	45.0	19.0	26.0	-7.0	6.0	13.0	3.0	23.0	28.94399688060064	0.1956335867375127	0.0	0.215975719018488
1k93	-43.94	1884	9.204009	7.699828	8.323236	91.81	92.76	110.0	55.0	55.0	0.0	24.0	31.0	19.0	36.0	13.542054511138566	0.1100843625026685	5.0	0.15404504085802
1ktk	-26.82	1200	11.084641	6.690804	10.365409	76.03	77.09	11.0	6.0	5.0	1.0	4.0	2.0	0.0	5.0	16.181478845722513	0.2096018786370258	0.0	0.3105081770745004
1kxt	-37.84	1857	12.140516	7.241006	8.739482	15.75	17.92	32.0	15.0	17.0	-2.0	3.0	12.0	6.0	11.0	44.06917560108179	0.1027177556384779	0.0	0.1608048640030331
1kgy	-43.39	1276	11.155153	6.920205	10.643504	43.28	42.37	105.0	53.0	52.0	1.0	29.0	24.0	28.0	24.0	19.901613642672885	0.1111273337124926	9.0	0.1632090772047755
1kxv	-43.39	1232	11.694935	7.310542	9.213983	16.87	15.61	36.0	15.0	21.0	-6.0	9.0	6.0	17.0	4.0	27.393486624061964	0.1862775439829769	3.0	0.2544521637223561
1lj2	-26.08	265	11.846521	6.629599	9.592112	28.7	33.43	22.0	15.0	7.0	8.0	9.0	6.0	4.0	3.0	9.280033186630426	0.390009073584585	0.0	0.4332878611483624
1ktz	-37.31	188	7.030158	6.418248	7.929906	44.74	36.37	7.0	3.0	4.0	-1.0	2.0	1.0	2.0	2.0	9.773058224775664	0.5683763752484646	0.0	0.5307771143619813
1lw6	-66.77	344	9.680461	7.087245	10.244886	10.33	9.8	7.0	3.0	4.0	-1.0	3.0	0.0	2.0	2.0	4.506464371293993	0.5265135967797668	0.0	0.7619885642216
1kxq	-48.26	2464	15.691426	8.588336	9.505134	16.43	15.55	56.0	25.0	31.0	-6.0	12.0	13.0	19.0	12.0	44.155801839358766	0.1481998782992432	6.0	0.2320419778069749
1kbh	-42.63	106	7.989025	6.465075	9.663729	10.0	10.0	17.0	9.0	8.0	1.0	5.0	4.0	3.0	5.0	8.909788425109422	0.2684441558410314	3.0	0.3668639483861062
1h59	-42.42	99	9.735055	7.036937	9.464515	36.98	29.78	8.0	2.0	6.0	-4.0	1.0	1.0	2.0	4.0	4.365612164392675	0.4855202180753906	1.0	0.658983825086408
1gng	-42.29	757	9.186913	6.438769	9.363119	53.58	51.0	14.0	8.0	6.0	2.0	2.0	6.0	2.0	4.0	90.4191004225978	0.161903492521832	1.0	0.207603193430309
1kkl	-41.93	762	16.225636	7.057173	9.969112	51.98	53.15	34.0	15.0	19.0	-4.0	7.0	8.0	10.0	9.0	27.38001913837103	0.1790019156204118	0.0	0.2451313205572339
1eaw	-58.81	594	8.689263	7.399504	8.104248	14.47	11.25	23.0	14.0	9.0	5.0	9.0	5.0	9.0	0.0	37.557547151724044	0.1033860526297075	1.0	0.1861165932792906
1lqs	-47.93	697	9.554705	9.078546	9.989032	52.14	42.57	45.0	23.0	22.0	1.0	18.0	5.0	11.0	11.0	39.51156245976778	0.1777317803321822	0.0	0.1692956615464033
1gxd	-47.28	1631	10.350651	7.231443	9.296141	37.74	51.79	37.0	22.0	15.0	7.0	6.0	16.0	11.0	4.0	84.21757591498364	0.0656463233047608	2.0	0.0891051856144851
1m10	-47.01	466	10.073335	7.412007	8.610334	52.23	42.18	23.0	11.0	12.0	-1.0	4.0	7.0	5.0	7.0	10.152960209828576	0.2959934394217776	1.0	0.4400719674810046
1l0x	-29.8	914	16.290354	11.32394	13.193377	40.2	29.15	19.0	12.0	7.0	5.0	3.0	9.0	0.0	7.0	11.954838779591327	0.2095334219630284	0.0	0.2619409844467593
1l8c	-46.55	146	10.640288	6.505074	9.36276	0.0	0.0	22.0	12.0	10.0	2.0	7.0	5.0	5.0	5.0	5.974826648055897	0.3171791636140766	2.0	0.4537750364638731
1m1e	-51.37	577	10.862894	9.226542	8.33304	35.4	39.17	26.0	13.0	13.0	0.0	8.0	5.0	4.0	9.0	23.728695250547435	0.3059863954521829	0.0	0.3433166687834005
1l0y	-29.8	913	16.26091	11.5145	12.40843	38.96	28.09	19.0	12.0	7.0	5.0	3.0	9.0	0.0	7.0	11.173087233894773	0.1869631143765657	0.0	0.2306441809014182
1jgn	-36.85	120	10.870134	7.458871	9.217175	0.0	0.0	13.0	7.0	6.0	1.0	0.0	7.0	1.0	5.0	6.931973016804007	0.4914464213234196	0.0	0.5887670602160937
1ogy	-53.09	7336	10.309364	7.046855	8.877516	43.14	38.01	392.0	200.0	192.0	8.0	176.0	24.0	88.0	104.0	1.4462568626135337	0.0816064294471259	32.0	0.1197296254792495
1op9	-52.25	251	9.099476	7.596798	8.619467	16.27	12.71	9.0	5.0	4.0	1.0	4.0	1.0	3.0	1.0	4.628637216771444	0.5195650928363845	1.0	0.7380909201763217
1p27	-52.25	472	10.115624	7.713447	9.196427	22.52	20.68	28.0	14.0	14.0	0.0	10.0	4.0	8.0	6.0	11.650866098018142	0.1704262744823974	4.0	0.268733822933188
1lx5	-50.92	198	11.892224	6.898562	9.092799	68.76	62.92	11.0	6.0	5.0	1.0	2.0	4.0	3.0	2.0	14.090171852584684	0.3812712312402898	0.0	0.5383057813481514
1p3q	-33.79	224	15.324653	6.600535	9.975127	28.26	34.43	11.0	7.0	4.0	3.0	2.0	5.0	3.0	1.0	2.1649169676387747	0.5695236618662904	0.0	0.5596483154973133
1j2j	-33.41	206	14.970151	7.137368	9.402291	15.37	12.68	5.0	4.0	1.0	3.0	1.0	3.0	0.0	1.0	52.18355591061475	0.7784682791558308	0.0	0.8540012152500015
1jh4	-33.24	120	13.789921	7.420643	8.891677	0.0	0.0	11.0	5.0	6.0	-1.0	1.0	4.0	1.0	5.0	6.855995625090778	0.487659102941633	1.0	0.6918280210726556
